City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,san luis de la loma,17.2706,-100.8939,26.94,80,99,0.93,MX,1683871595
365,sitka,57.0531,-135.33,11.94,54,100,5.66,US,1683871596
366,abadan,30.3392,48.3043,32.97,25,0,2.06,IR,1683871596
367,sogndal,61.2283,7.1003,12.21,76,0,0.0,NO,1683871597
368,louiseville,46.2559,-72.9415,17.99,63,100,4.12,CA,1683871474
369,miasskoye,55.2784,61.8905,12.49,47,73,4.56,RU,1683871597
370,ostersund,63.1792,14.6357,9.78,36,0,1.54,SE,1683871598
371,carnarvon,-24.8667,113.6333,25.12,56,0,5.45,AU,1683871599
372,poplar bluff,36.757,-90.3929,20.94,79,100,2.57,US,1683871599
373,olinda,-8.0089,-34.8553,27.85,65,75,1.54,BR,1683871599
374,birao,10.2849,22.7882,30.23,50,95,0.72,CF,1683871600
375,rahimah,26.7079,50.0619,36.12,45,24,0.99,SA,1683871600
376,bandar lampung,-5.4254,105.258,29.73,76,75,2.98,ID,1683871600
377,mujiayingzi,42.1167,118.7833,23.31,21,62,9.04,CN,1683871601
378,vorgashor,67.5833,63.95,-3.91,82,22,3.54,RU,1683871601
379,sept-iles,50.2001,-66.3821,5.0,91,0,2.06,CA,1683871467
380,fortuna,40.5982,-124.1573,11.31,95,100,0.0,US,1683871602
381,balikpapan,-1.2675,116.8289,31.55,74,20,2.57,ID,1683871602
382,tacuarembo,-31.7333,-55.9833,6.79,81,8,0.73,UY,1683871603
383,isangel,-19.55,169.2667,24.85,78,100,6.83,VU,1683871604
384,unai,-16.3575,-46.9061,20.26,70,81,0.66,BR,1683871341
385,mcfarland,35.678,-119.2293,20.25,67,0,0.0,US,1683871604
386,kourou,5.1552,-52.6478,23.03,92,97,2.56,GF,1683871605
387,luanda,-8.8368,13.2343,26.0,89,40,3.6,AO,1683871140
388,kapuskasing,49.4169,-82.4331,10.99,96,0,2.79,CA,1683871606
389,aldan,58.6031,125.3894,-1.82,96,100,4.04,RU,1683871606
390,decatur,39.8403,-88.9548,21.86,83,20,2.57,US,1683871607
391,phan rang-thap cham,11.5667,108.9833,31.93,63,100,4.1,VN,1683871403
392,trincomalee,8.5711,81.2335,31.62,68,100,9.02,LK,1683871607
393,macau,22.2006,113.5461,24.89,88,40,6.17,MO,1683871608
394,kihancha,-1.1838,34.6262,19.78,80,45,3.99,KE,1683871608
395,ouani,-12.1322,44.4258,27.31,71,54,0.94,KM,1683871609
396,luderitz,-26.6481,15.1594,14.37,75,97,12.01,NA,1683871610
397,spanish wells,26.323,-81.7957,24.99,57,0,3.09,US,1683871610
398,mahanoro,-19.9,48.8,25.07,74,88,1.42,MG,1683871610
399,puerto san jose,13.9256,-90.8244,28.44,74,22,2.88,GT,1683871611
400,aykhal,66.0,111.5,1.05,100,100,8.06,RU,1683871611
401,noosa heads,-26.3833,153.15,21.73,62,6,7.54,AU,1683871612
402,sena madureira,-9.0656,-68.6569,21.76,96,83,0.77,BR,1683871612
403,halifax,44.6453,-63.5724,6.0,93,11,1.03,CA,1683871017
404,san pedro de ycuamandiyu,-24.0917,-57.0764,11.99,83,5,1.75,PY,1683871613
405,mugia,43.1041,-9.2179,12.73,78,36,7.09,ES,1683871613
406,plettenberg bay,-34.0527,23.3716,12.83,90,100,2.18,ZA,1683871240
407,alofi,-19.0595,-169.9187,26.34,75,44,6.9,NU,1683871614
408,arhribs,36.7936,4.3116,14.85,75,41,1.59,DZ,1683871614
409,grande prairie,55.1667,-118.8027,14.1,51,75,3.6,CA,1683871517
410,bermejo,-32.8833,-68.8,15.32,58,28,1.48,AR,1683871615
411,obock,12.25,43.0833,26.49,66,53,5.58,DJ,1683871615
412,drawsko pomorskie,53.5306,15.8097,14.94,50,6,1.34,PL,1683871616
413,melekeok village,7.4957,134.6367,29.31,79,75,3.09,PW,1683871616
414,ketchikan,55.3422,-131.6461,10.99,87,100,3.09,US,1683871617
415,muana,-1.5283,-49.2167,23.45,96,100,1.41,BR,1683871617
416,mount isa,-20.7333,139.5,28.87,23,0,6.17,AU,1683871617
417,copiapo,-27.3667,-70.3333,11.83,64,3,0.62,CL,1683871006
418,gadzhiyevo,69.2551,33.3362,3.61,99,100,5.47,RU,1683871618
419,san patricio,28.017,-97.5169,27.13,95,10,5.49,US,1683871619
420,colchester,51.8892,0.9042,10.98,89,100,6.1,GB,1683871593
421,ol'gino,59.837,29.9227,15.97,49,0,5.0,RU,1683871619
422,victoria de durango,24.0333,-104.6667,13.66,38,37,3.46,MX,1683871620
423,harstad,68.799,16.5293,6.75,100,99,5.81,NO,1683871621
424,emerald,-23.5333,148.1667,25.19,43,84,5.75,AU,1683871622
425,mermoz boabab,14.7065,-17.4758,22.31,88,60,6.48,SN,1683871623
426,wenchang,30.904,118.4887,22.72,55,64,2.42,CN,1683871623
427,kuanda,56.3161,116.0806,8.0,36,71,2.34,RU,1683871624
428,dali,25.7,100.1833,27.0,22,90,2.52,CN,1683871624
429,prado,-17.3411,-39.2208,21.79,89,79,1.68,BR,1683871336
430,manggar,-2.8833,108.2667,30.78,70,63,4.06,ID,1683871625
431,toliara,-23.35,43.6667,25.94,68,7,1.93,MG,1683871626
432,den burg,53.0542,4.7972,12.76,99,100,6.69,NL,1683871626
433,tlahualilo de zaragoza,26.1167,-103.45,24.18,9,42,2.47,MX,1683871626
434,clovis,36.8252,-119.7029,19.46,59,1,0.45,US,1683871627
435,ko pha ngan,9.7578,100.0291,26.97,66,72,3.21,TH,1683871627
436,bel ombre,-4.6167,55.4167,28.03,80,75,6.12,SC,1683871628
437,inverell,-29.7833,151.1167,23.7,42,4,1.79,AU,1683871302
438,nambucca heads,-30.65,153.0,21.2,68,4,3.44,AU,1683871629
439,yemel'yanovo,56.1681,92.6767,14.49,23,0,8.0,RU,1683871629
440,al mijlad,11.0333,27.7333,32.97,37,38,3.69,SD,1683871629
441,nizhnesortymskiy,62.4397,71.7603,-2.26,66,47,1.85,RU,1683871630
442,arteche,12.2645,125.4048,28.73,78,72,3.53,PH,1683871630
443,watsa,3.0372,29.5355,20.56,89,98,0.94,CD,1683871630
444,alvand,36.3187,49.1678,17.97,42,87,1.47,IR,1683871631
445,bastrop,32.7562,-91.8724,20.82,98,100,0.0,US,1683871631
446,nizhniy odes,63.6445,54.856,4.55,97,100,2.98,RU,1683871632
447,mugumu,-1.85,34.7,18.33,81,34,2.5,TZ,1683871632
448,sale,34.0389,-6.8166,15.42,100,85,2.06,MA,1683871633
449,kolonia town,6.964,158.206,29.1,71,75,2.75,FM,1683871633
450,hithadhoo,-0.6,73.0833,28.61,75,100,7.17,MV,1683871634
451,shinkafi,13.0753,6.5105,29.44,44,100,2.98,NG,1683871634
452,pangody,65.85,74.4859,-8.91,83,89,2.86,RU,1683871634
453,pechora,65.1472,57.2244,1.01,99,100,5.35,RU,1683871635
454,sterling,39.0062,-77.4286,17.45,85,0,0.45,US,1683871069
455,pisco,-13.7,-76.2167,20.03,77,100,1.54,PE,1683871636
456,broken hill,-31.95,141.4333,19.96,25,58,2.55,AU,1683871637
457,saipan,15.1355,145.701,33.39,100,40,3.58,MP,1683871168
458,kuqa,41.7278,82.9364,27.83,5,37,6.24,CN,1683871638
459,hamilton,39.1834,-84.5333,20.55,89,0,0.0,US,1683871554
460,senanga,-16.1167,23.2667,17.67,44,0,2.75,ZM,1683871639
461,chonchi,-42.6128,-73.8092,12.84,99,100,0.52,CL,1683871639
462,nagato,34.3833,131.2,20.96,60,100,1.52,JP,1683871640
463,vila velha,-20.3297,-40.2925,22.97,96,75,2.06,BR,1683871424
464,kruisfontein,-34.0033,24.7314,13.32,82,100,8.61,ZA,1683871640
465,okap,19.7578,-72.2042,26.32,75,44,1.65,HT,1683871641
466,korla,41.7597,86.1469,25.68,9,82,6.36,CN,1683871642
467,hasaki,35.7333,140.8333,19.56,51,67,3.85,JP,1683871642
468,siyabuswa,-25.1132,29.0445,17.92,37,5,1.42,ZA,1683871642
469,tarko-sale,64.9225,77.785,-7.17,73,87,4.97,RU,1683871643
470,puerto deseado,-47.7503,-65.8938,11.69,53,94,6.56,AR,1683871635
471,ruston,32.5232,-92.6379,20.88,100,75,3.09,US,1683871644
472,la gi,10.6667,107.7833,31.26,65,97,4.6,VN,1683871644
473,presque isle,46.6811,-68.0159,11.13,78,0,1.34,US,1683871462
474,baise city,23.8997,106.6133,28.52,99,77,0.87,CN,1683871645
475,douentza,14.9951,-2.9517,30.18,13,97,2.22,ML,1683871646
476,beipiao,41.7919,120.7792,27.8,15,38,6.33,CN,1683871646
477,cranbrook,49.4999,-115.7688,12.91,58,20,2.06,CA,1683871445
478,bodhan,18.6667,77.9,40.18,12,48,1.87,IN,1683871647
479,mahdia,35.5047,11.0622,17.97,81,84,4.84,TN,1683871647
480,cesme,38.3228,26.3064,14.84,77,40,3.6,TR,1683871648
481,mukalla,14.5425,49.1242,30.69,61,57,2.96,YE,1683871648
482,nurmes,63.5421,29.1397,13.18,48,9,3.6,FI,1683871649
483,muncar,-8.4333,114.3333,28.66,75,53,4.41,ID,1683871649
484,linhares,-19.3911,-40.0722,21.56,91,92,1.65,BR,1683871649
485,labytnangi,66.6572,66.4183,-3.91,91,100,2.55,RU,1683871398
486,sopur,34.3,74.4667,20.5,28,88,0.6,IN,1683871650
487,caluula,11.9661,50.7569,29.41,75,80,4.37,SO,1683871651
488,thal,35.4791,72.2439,19.89,37,97,0.89,PK,1683871651
489,kasongo,-4.45,26.6667,23.25,79,94,1.35,CD,1683871652
490,sinmak,38.4167,126.2333,22.38,33,100,3.04,KP,1683871652
491,punata,-17.55,-65.8333,13.36,74,67,0.86,BO,1683871652
492,nizhniy kuranakh,58.8353,125.4869,0.0,96,100,3.29,RU,1683871653
493,kavaratti,10.5669,72.642,29.5,69,96,2.22,IN,1683871653
494,alo,7.4178,6.7371,25.7,91,100,0.96,NG,1683871655
495,bakchar,57.0186,82.0711,7.41,35,61,4.09,RU,1683871655
496,beterou,9.1992,2.2586,24.23,93,56,1.52,BJ,1683871656
497,wagini,12.6878,7.1958,27.42,54,99,1.73,NG,1683871657
498,fort st. john,56.2499,-120.8529,11.58,61,57,1.2,CA,1683871635
499,queenstown,-31.8976,26.8753,13.11,77,100,1.71,ZA,1683871658
500,howard springs,-12.497,131.047,31.01,26,35,3.47,AU,1683871658
501,jhalrapatan,24.55,76.1667,40.25,6,0,0.31,IN,1683871161
502,kalmunai,7.4167,81.8167,31.93,63,88,1.28,LK,1683871659
503,kampene,-3.6,26.6667,22.32,92,99,0.83,CD,1683871659
504,zagora,30.3484,-5.8365,23.51,22,0,2.04,MA,1683871660
505,vilyuysk,63.7553,121.6247,8.2,35,0,1.92,RU,1683871660
506,san jeronimito,17.55,-101.3333,26.91,81,97,1.57,MX,1683871661
507,ebon,4.582,168.6964,27.38,82,100,5.9,MH,1683871661
508,burutu,5.3509,5.5076,26.64,86,78,1.23,NG,1683871662
509,ribeira brava,32.65,-17.0667,19.45,71,33,4.8,PT,1683871662
510,pampa del infierno,-26.5052,-61.1744,12.72,86,4,2.0,AR,1683871662
511,karkira,36.9292,6.5856,15.39,88,35,1.96,DZ,1683871663
512,yantzaza,-3.8278,-78.7594,19.02,99,95,0.36,EC,1683871663
513,tralee,52.2704,-9.7026,8.42,95,32,1.12,IE,1683871664
514,sandnessjoen,66.0217,12.6316,9.29,90,75,3.6,NO,1683871664
515,balabac,7.9868,117.0645,30.27,68,62,4.61,PH,1683871664
516,tarawa,1.419,172.984,30.05,74,20,4.12,KI,1683871665
517,tirumullaivasal,11.2333,79.8333,34.41,52,99,3.25,IN,1683871665
518,tinogasta,-28.0632,-67.5649,14.31,77,6,0.23,AR,1683871666
519,laojunmiao,39.8333,97.7333,19.21,8,3,5.59,CN,1683871634
520,vila franca do campo,37.7167,-25.4333,16.23,89,95,1.38,PT,1683871666
521,agat village,13.3886,144.6585,31.52,75,40,3.6,GU,1683871667
522,kosonsoy,41.2561,71.5508,26.31,20,77,3.93,UZ,1683871667
523,boulsa,12.6675,-0.5758,30.82,43,89,5.84,BF,1683871667
524,necochea,-38.5473,-58.7368,8.15,72,35,4.84,AR,1683871668
525,maua,-23.6678,-46.4614,16.87,90,96,2.27,BR,1683871668
526,al ghayzah,16.2079,52.176,29.98,59,6,2.15,YE,1683871669
527,stettler,52.3168,-112.7186,9.73,83,72,1.05,CA,1683871669
528,tocopilla,-22.092,-70.1979,18.42,72,19,0.56,CL,1683871077
529,suoyarvi,62.0833,32.35,15.01,43,13,3.32,RU,1683871670
530,laramie,41.3114,-105.5911,6.54,92,100,7.72,US,1683871670
531,flin flon,54.7682,-101.865,11.64,48,100,3.53,CA,1683871671
532,nguigmi,14.2495,13.1092,27.3,21,88,4.6,NE,1683871671
533,ascension,30.2169,-90.9001,26.0,93,100,3.09,US,1683871671
534,labrador city,52.9463,-66.9114,4.96,54,48,2.25,CA,1683871672
535,richards bay,-28.783,32.0377,21.56,81,62,4.33,ZA,1683871672
536,kamloops,50.6665,-120.3192,16.55,41,20,3.6,CA,1683871571
537,yakeshi,49.2833,120.7333,16.58,49,94,6.9,CN,1683871673
538,ust'-kulom,61.6864,53.6902,11.35,64,100,2.15,RU,1683871673
539,baikonur,45.6167,63.3167,29.27,22,5,3.7,KZ,1683871674
540,aoulef,26.9667,1.0833,28.28,14,74,2.75,DZ,1683871674
541,iwaki,37.05,140.8833,18.76,53,56,2.68,JP,1683871674
542,palikir - national government center,6.9248,158.1611,28.49,72,76,2.78,FM,1683871675
543,amga,60.8953,131.9608,6.35,36,100,2.61,RU,1683871675
544,sitangkai,4.6628,119.3928,29.06,70,25,1.03,PH,1683871676
545,kozarska dubica,45.1767,16.8094,13.06,95,100,0.53,BA,1683871676
546,kontiolahti,62.7602,29.8471,14.97,38,0,3.09,FI,1683871676
547,uzice,43.8586,19.8488,12.06,90,80,2.07,RS,1683871677
548,peniche,39.3558,-9.3811,13.49,83,0,11.21,PT,1683871677
549,dolores,-36.3132,-57.6792,7.96,89,44,1.96,AR,1683871677
550,guano,-1.5833,-78.6333,9.72,94,100,1.26,EC,1683871678
551,polyarnyy,69.1989,33.4478,3.97,99,100,4.96,RU,1683871678
552,altdorf,49.3875,11.3572,10.18,91,100,3.75,DE,1683871679
553,muroto-misakicho,33.2833,134.15,18.43,52,73,2.88,JP,1683871679
554,cadale,2.7603,46.3222,28.52,72,76,8.16,SO,1683871679
555,grootfontein,-19.5667,18.1167,16.62,36,39,0.65,NA,1683871680
556,rocha,-34.4833,-54.3333,12.73,63,89,1.25,UY,1683871071
557,jose maria morelos,23.3952,-103.8984,11.05,40,5,2.82,MX,1683871680
558,sassandra,4.95,-6.0833,26.38,87,100,1.74,CI,1683871681
559,sao jose da coroa grande,-8.8978,-35.1478,24.84,82,36,2.14,BR,1683871681
560,ternate,0.8,127.4,28.93,76,90,3.51,ID,1683871682
561,laihia,62.9761,22.0114,15.75,58,0,3.09,FI,1683871682
562,elkins,38.9259,-79.8467,14.7,68,0,0.0,US,1683871684
563,cuencame de ceniceros,24.8711,-103.6964,20.25,16,28,4.61,MX,1683871684
564,shakawe,-18.3667,21.85,16.97,37,0,1.93,BW,1683871685
565,corner brook,48.9667,-57.9484,-2.91,80,10,1.79,CA,1683871283
566,shalkar,47.8288,59.6258,25.47,34,21,3.86,KZ,1683871686
567,tocache,-8.1842,-76.5125,19.79,99,54,0.08,PE,1683871686
568,bodo,67.28,14.405,8.02,92,75,6.17,NO,1683871687
569,boca do acre,-8.7522,-67.3978,21.77,99,99,0.94,BR,1683871688
570,strezhevoy,60.7333,77.5889,1.73,28,67,4.61,RU,1683871689
571,nogliki,51.8333,143.1667,5.84,70,27,2.83,RU,1683871690
572,ingeniero jacobacci,-41.3427,-69.5448,10.16,63,90,4.19,AR,1683871691
573,kidal,18.4411,1.4078,30.85,12,100,4.63,ML,1683871691
574,enoch,37.7733,-113.0244,11.93,53,0,0.0,US,1683871691
575,suarez,2.954,-76.6964,19.9,96,93,0.46,CO,1683871692
576,port lincoln,-34.7333,135.8667,15.9,59,23,4.3,AU,1683871692
577,puerto gaitan,4.3133,-72.0816,23.39,89,64,2.26,CO,1683871693
578,thunder bay,48.4001,-89.3168,9.99,93,0,2.06,CA,1683871492
579,banjar,-8.19,114.9675,29.1,78,47,1.14,ID,1683871694
